store_nbr,product_nbr,tickets,sales,quantity_dimless
11,4081,9824,17948689,8739
10,629432,396,3674350,458
3,916776,1996,3462954,2267
11,300359,1066,1796025,1187
5,901629,746,556307,880
9,900777,16,174656,16
2,774191,2,11748,2
0,627454,65,85193,73
0,317729,408,1392963,454
3,631258,51,104835,73
16,954363,15,65356,10
10,751460,69,118048,70
4,308831,1869,2240568,3217
0,545715,199,239042,205
10,839014,2,41991,2
9,698664,38,63230,40
13,4565,1193,1367415,1384
9,918671,19,40228,20
0,906414,7,7328,8
15,834087,7,60041,8
12,292333,4,20558,3
16,961583,2,8386,2
10,4089,2015,2727088,2690
2,960473,99,256688,118
6,284395,74,61482,76
7,984812,15,10080,19
5,5719,5346,5724013,6803
10,379521,17,22072,22
8,284025,7,4298,7
15,519782,3,6504,3
0,950471,820,1101814,1055
5,598106,111,261766,122
16,293029,326,472769,546
9,900771,54,185514,54
5,308231,391,608709,570
15,886579,23,19929,26
3,961711,527,1256906,750
2,690763,9,58063,11
3,3059,1513,5333677,1663
15,485242,644,706510,678
6,11862,338,518712,347
16,574318,255,431131,259
19,933463,503,189237,551
0,951283,30,47620,37
9,944551,3964,5019279,5985
4,660114,52,630889,44
16,855,481,496659,488
10,985285,24,193941,24
4,966469,24,63364,24
0,892256,17,47543,22
10,976037,59,178343,61
11,5779,314,469907,592
6,821539,66,160460,71
0,947547,18,53464,18
13,905409,192,482200,282
4,1001784,2,1954,2
11,11499,2436,3365065,4067
17,6723,57,92788,60
3,281553,2783,2130192,3885
13,991441,740,670551,928
0,919719,2,5042,2
0,982035,2,2336,2
3,916734,171,116942,206
9,923747,5,30227,5
3,265602,2152,6006046,2340
9,807028,572,2754230,595
16,838304,530,712177,587
0,923861,3,9244,3
11,738558,187,142176,285
0,920477,9,27705,9
10,813684,13,90644,18
19,2097,404,309009,413
5,296251,525,1228768,556
1,504176,581,434288,711
6,287771,25,12185,50
16,573682,588,531539,701
6,3131,3299,4986035,5302
17,937924,393,83150,495
6,283909,755,271143,1054
17,5599,226,1820985,186
12,997609,10,24220,12
13,637029,176,59796,198
4,323,69,127273,81
12,291759,438,467545,499
16,347331,82,118457,87
15,667077,66,42278,80
0,344583,16816,22032777,17343
17,906034,16,16817,22
2,1371,493,1188780,583
18,955815,54,181456,60
17,489248,112,196137,183
3,736867,225,117283,289
9,965230,64,307001,81
3,955829,42,151678,49
10,1008323,57,154299,59
13,263028,63,72628,67
10,962235,513,540788,623
10,920795,800,445270,1149
1,853,91,55419,94
13,384973,581,1249927,608
5,768789,924,1108576,1157
0,955831,191,634328,226
11,432500,10,29500,12
17,3367,2373,1606642,2767
13,959077,113,219032,131
6,382066,12,30048,12
3,640313,37,45878,46
3,916014,420,714250,462
4,882716,65,96951,70
0,917486,1,3361,1
16,278714,428,450228,438
5,671535,727,901210,972
13,869821,394,1089614,558
0,948089,21,35112,21
5,351483,111,242999,113
3,930950,1490,994616,1931
0,672662,40,103676,44
9,843673,29,31436,29
3,973050,8,26752,16
16,4507,120,306766,191
2,968562,16,45234,18
6,958357,496,1824792,748
16,962842,268,260127,276
2,703758,1496,1067572,1202
5,427136,157,311436,168
0,738632,715,490888,1575
3,279691,578,1188572,860
6,344025,2961,10283091,4510
13,882269,506,268836,534
0,954369,37,377043,39
9,990384,57,121451,58
5,802538,57,244115,67
9,890964,1476,1722941,1362
9,968854,277,930250,283
6,268362,464,810153,519
6,739645,1,521,1
9,723324,2,16808,2
4,881404,132,111273,168
0,951527,19,115945,20
3,877214,560,487942,604
12,583202,12,82394,12
9,5235,353,326268,396
9,891202,52,119547,93
13,119778,53,57322,53
16,854667,1098,1257449,1335
17,295427,2123,1106086,2629
15,931065,87,162801,91
9,288499,63,98477,66
17,739639,39,42432,51
13,1009807,11,64262,11
17,279201,642,775331,698
15,804238,31,148668,36
0,351459,87,229112,88
15,330682,5161,4890108,6262
4,810474,9,43031,9
2,429650,811,799760,916
5,818393,328,1114177,346
0,996437,804,471329,896
13,731265,1496,2520365,1935
15,602241,330,1029524,411
9,917576,131,598084,138
6,901521,317,867479,399
16,304399,771,4009090,657
0,3741,89,175019,97
15,520558,699,1311406,788
15,5961,1484,1332411,1929
6,490322,223,2371292,223
17,972086,123,211447,140
6,509376,109,119192,120
4,410226,2,3344,2
3,1013838,10,109160,10
13,972709,32,40320,48
9,750894,1,6882,1
9,2819,982,749451,1349
19,729001,193,424423,216
9,915517,14,18799,22
19,489388,27,20332,38
11,905465,24,41113,26
13,767343,140,454941,143
18,743,357,444010,392
2,916240,1487,387602,2463
0,925215,3,6290,3
0,287871,2961,2450117,4794
15,953073,44,121045,53
10,690515,592,727890,681
11,940117,342,193345,401
5,955496,87,291039,87
18,5479,485,623318,521
9,296961,115,117718,255
11,972777,188,546640,198
4,3017,280,239150,301
16,733117,732,926939,792
2,284441,45,71460,45
14,838032,575,460557,763
10,568451,866,1071814,1056
15,296001,523,490040,528
17,1001768,2,7042,2
5,6005,1103,279256,1530
5,868688,43,127372,44
7,279551,1872,1526609,2842
11,918309,1228,1312340,1565
7,582551,482,400768,808
12,965379,68,17010,81
3,262046,22,11904,24
17,595901,154,602340,170
15,12333,426,533393,472
2,4609,845,1409030,879
10,296681,88,220993,88
11,414209,8,30670,10
5,946481,315,473803,557
9,990378,26,64483,30
10,333541,33,60320,36
15,769992,18,35056,28
9,5467,177,1409403,143
5,833793,353,363789,494
11,7017,197,519829,249
14,2313,685,710364,733
13,670496,320,375604,382
14,738364,215,325864,224
6,869487,6,47849,6
4,3373,2006,1293845,1969
9,915493,138,265503,172
3,981807,10,64614,11
7,882653,18,39186,18
15,1435,62,134911,69
1,531717,1805,1897763,2613
13,878597,53,360534,59
4,708350,11,28567,11
3,7923,6079,5218767,9335
4,5641,1619,1820161,2333
0,952421,21,70503,24
9,715564,15,60354,18
9,586515,196,457094,198
11,514762,12,36333,12
4,901499,18,60066,18
0,810478,15,72223,15
15,874294,8,21448,8
4,940209,160,137893,166
15,770592,334,1010983,340
6,5375,1850,882754,2924
3,955023,337,321805,420
2,329382,3797,3205646,4136
0,2307,10014,11536536,12585
17,597900,146,347608,183
8,883184,8,12474,9
10,823022,194,203604,226
3,574389,270,1170013,591
4,563566,149,194376,156
13,290537,14,15120,18
4,631258,63,84654,72
3,4453,5148,2117567,7391
10,296721,1385,1009195,1752
9,913678,28,52843,30
16,869495,7,85666,12
18,880443,52,184016,52
9,882597,55,46592,56
7,874144,22,13920,24
5,868654,4,18472,4
9,870743,149,401915,153
14,9207,37,17518,49
9,285577,145,176746,154
6,739258,146,659212,167
15,735076,1143,700127,1858
2,958551,571,995940,618
5,3949,861,2690666,1024
5,338525,762,617054,1272
10,814959,277,534102,307
11,918347,152,773534,268
16,383972,118,168580,142
13,470926,26,80185,29
2,826072,27,45556,28
3,829738,316,221684,496
4,285893,739,1254251,786
6,288557,607,1839040,641
10,725173,1473,7028255,1850
4,930680,280,244239,340
5,167572,1087,1366173,1363
11,5637,3706,3495866,4704
16,2655,1124,2424590,1160
17,599594,12,44122,13
1,330908,202,249506,273
6,289465,578,886635,660
9,1016353,321,295580,352
3,802448,254,488695,328
5,868300,95,977372,97
6,901786,156,340621,205
10,724000,298,870271,320
0,604595,541,531586,938
0,509402,133,486682,134
12,1367,420,1143859,445
16,331330,12,25080,15
5,905419,93,297199,95
17,859162,1155,1200944,1320
9,684108,7,16842,7
15,4151,1031,2255708,1293
11,344649,1872,5568570,1995
16,281689,5863,9375708,7796
2,268684,52,189303,53
0,952151,24,137614,24
16,5587,781,1661506,836
11,884148,17,60153,18
3,937422,6120,5856950,7167
0,919125,9,16809,9
10,296761,868,598035,1175
0,801058,134,157996,142
5,614954,1695,10116808,2021
13,591322,4,7546,4
0,659115,29,62264,41
15,829738,229,145133,329
16,708346,95,92376,102
17,806630,1084,1641713,1220
5,760666,1297,1144866,1383
6,310795,313,322956,323
10,921021,158,323221,169
8,300777,9,16632,12
13,312047,337,285040,689
2,11295,2338,2481912,3038
9,672706,125,567061,136
13,960999,86,186504,121
2,283171,167,107692,171
16,3043,500,996680,516
15,825847,16,12609,19
3,832826,333,826153,470
7,905257,88,403043,88
0,6585,408,657439,457
16,996247,25,21632,26
0,952233,21,66729,21
3,262340,16,44240,16
6,281677,127,178507,139
10,4305,952,1725199,1469
0,994070,19,92953,29
6,950575,143,174150,209
2,939921,40,193811,40
16,320141,106,141418,144
13,3997,1810,934292,1974
17,287751,58,165139,64
2,384931,172,1390569,156
8,2695,8,4032,8
17,737270,3,9453,3
5,290521,575,579956,667
17,4089,1358,1546912,1453
18,279309,878,816779,992
0,721891,3002,18359235,3718
6,886629,21,82130,24
16,321275,1534,779092,1635
11,869471,16,45234,18
6,294043,231,120869,346
0,858001,37,47880,57
13,579038,5991,5810806,10873
5,336806,1793,1954217,2331
3,296909,2174,315588,2340
13,602179,78,67768,111
3,1003511,58,73647,68
15,861198,45,46060,57
17,818633,772,1185940,950
9,907846,20,32012,20
3,268856,232,186103,403
9,713969,1040,2146942,1218
1,489745,45,109699,46
2,824746,121,124452,128
2,713947,599,625588,639
4,292439,275,611268,298
2,945413,35,36000,36
3,901625,768,633809,953
9,825231,30,108207,30
9,968562,85,238735,95
16,831612,191,252036,261
7,643107,16,15960,19
5,1017837,26,107996,28
9,731607,142,255625,145
3,541384,5,43812,6
3,111330,116,439924,159
5,550185,533,652043,706
5,268718,587,394005,1013
5,289695,106,439319,113
5,327370,774,1104332,834
0,935490,296,586743,346
6,831612,291,439104,394
10,539956,54,196828,84
4,290953,432,750190,456
13,991447,255,223437,317
12,738560,346,665049,351
1,325468,1029,652895,1137
17,940211,648,605539,752
15,824672,254,241905,311
9,485196,1288,1065042,1174
4,292565,2,7042,2
9,961623,244,280181,284
0,298919,680,551523,777
3,1191,230,384275,232
0,902425,389,237181,662
0,825843,4148,3024909,6275
6,920945,374,360624,422
2,728158,60,165556,64
11,733211,822,2755383,869
0,937684,127,158015,128
8,4059,11,15749,11
4,824746,808,803763,822
9,825076,144,495693,151
0,645568,39,83720,40
17,387724,86,274521,93
7,295327,72,42693,107
15,280625,18,63909,20
13,950471,115,168116,156
9,132754,188,107968,264
13,699028,39,352590,42
19,2327,759,1180537,762
15,335186,116,427109,117
10,850842,11,30155,12
18,649298,14,50470,14
6,582551,200,195772,197
11,308361,2,4336,2
0,892368,340,629681,377
3,1018699,179,95315,227
17,9235,486,2060038,624
9,857859,4,10084,4
17,314141,71,208831,87
6,533893,332,301804,362
14,911932,42,42532,50
11,376382,58,213611,58
6,768123,36,150699,36
13,740656,140,995263,150
17,6433,289,1047952,384
2,1969,599,690162,780
15,348259,1,6714,1
15,973636,137,131880,157
3,289333,311,684194,438
13,685560,5,6217,7
11,852010,173,224119,176
2,821321,116,215917,144
6,304273,176,818898,218
13,276052,415,460119,449
13,385020,2,18806,2
16,917506,12,5712,17
18,946429,259,278998,300
12,824070,464,628669,486
9,295437,749,519058,1283
10,980953,53,313348,66
4,321491,17,55573,17
6,960642,2421,1779185,3396
11,874928,455,1662246,493
9,5401,620,192225,701
0,883922,176,204140,197
19,996265,1,1252,1
6,906434,87,110744,132
15,304937,658,704054,878
9,955708,231,215459,244
15,300787,745,642295,1021
9,140746,26,77666,33
10,980965,6,64318,6
9,304869,571,716598,452
4,663646,538,737310,598
6,323490,27,17980,31
1,711326,38,59564,38
10,651589,90,186532,91
2,992973,38,134398,40
15,237,491,2110800,554
16,835251,164,197644,196
16,11509,326,505442,454
18,326754,500,379910,533
0,821295,260,403564,293
15,904603,175,247311,133
17,370390,1018,521408,1169
0,295697,242,473306,298
3,831174,41,119607,48
8,296243,5,29421,9
0,952153,23,109697,23
11,991441,523,474093,641
0,997577,39,33600,43
17,993393,1595,7389620,1897
13,953369,26,25200,30
2,810470,47,244534,51
2,1012996,31,27868,32
13,6449,194,248167,206
8,769169,6,26397,9
3,890790,83,276951,85
1,814967,216,441936,251
5,891584,66,77532,71
5,744187,1161,1512712,1536
12,2089,31,44736,36
15,11441,699,1343999,742
15,930620,84,183964,99
3,321531,136,756228,148
13,715313,5863,4964066,4775
10,285453,409,447091,485
7,296671,19,24738,19
6,915136,769,3083000,967
11,335678,1031,853430,1434
3,505967,448,3948075,574
4,961627,23,28980,24
10,984480,4,23496,4
11,525216,240,652170,290
13,8081,1150,1315743,1219
15,701995,1615,2442742,1850
3,683506,32,69626,35
11,955084,25,45044,27
17,744415,80,139563,81
16,879000,379,523468,451
6,892252,27,69163,30
2,902429,14,9240,20
0,868276,6,55410,6
15,4305,605,796087,692
18,976041,177,163380,195
9,2711,895,701211,988
16,821738,16,33161,18
3,1008585,161,203000,228
11,604836,135,450169,152
18,3079,244,738948,267
2,345903,1375,1165140,1590
6,702233,25,98427,35
3,280531,53,103422,66
17,299119,64,233380,64
15,923625,123,231431,153
6,993852,72,78570,83
1,725,44,40202,44
4,505977,11,100851,14
17,955015,26,211834,21
4,279167,1111,1001839,1158
12,1347,42,117369,45
13,931213,156,189357,161
8,476447,3,6279,3
1,376628,1468,3190610,1562
5,1005972,174,309251,191
1,953897,72,278045,73
11,539692,756,340353,708
15,807756,486,452375,484
5,983057,31,68696,29
17,10374,474,305960,504
14,11555,241,283471,280
13,390984,511,2924240,670
9,888606,147,524827,203
9,299697,11,12000,12
5,276988,173,736979,278
4,858620,6,5881,7
11,531693,65,12732000,65
16,309883,285,219176,416
17,730661,290,270950,357
13,828897,605,1747647,717
0,1771,64,104236,64
10,892588,19,60170,20
11,734172,18,19968,24
11,287393,1032,1591469,1725
0,531172,1984,664400,2096
3,961023,33,141124,37
5,683241,61,151918,63
10,905247,119,432545,123
16,497478,87,169750,115
11,529580,7,19943,7
16,1775,170,282596,176
10,870703,3,25185,3
0,259846,3332,2482101,3454
8,708076,5,4745,5
15,4647,747,2214821,756
11,854375,153,515152,154
11,703210,98,94848,114
13,331,79,178912,112
9,828497,55,111760,56
15,283107,683,1934993,809
19,11441,288,582023,321
6,170194,8,38647,8
4,982675,26,83986,26
0,939176,10,73213,11
17,5605,81,160789,82
9,497698,103,196963,109
3,5629,2284,2610297,2691
8,961573,1,2014,1
13,821918,8,35828,8
15,757192,79,292831,83
5,934329,5,2512,5
14,4223,861,1048208,898
3,890786,53,195968,56
17,2803,715,899752,740
0,769824,85,1496694,86
2,278598,9985,17591598,13262
3,960727,399,416640,496
6,911932,86,97058,166
9,291961,250,452085,258
6,137,590,687303,771
11,882643,52,33728,68
6,649300,293,1504382,548
15,586749,128,154036,132
3,838362,735,1248198,747
3,923239,166,929242,240
0,906096,47,54896,47
10,281077,23,45184,23
0,276034,116,244424,124
13,882279,363,297915,424
13,409145,22,105920,23
7,432700,26,18384,28
10,1045737,8233,13254954,11461
0,951317,16,70510,16
11,6743,2543,2790416,3508
9,839024,352,369586,461
18,642101,43,96840,44
5,298909,52,273452,52
0,933207,40,100847,47
18,689025,369,394186,388
15,1367,591,1579521,616
15,713341,11,10080,12
9,335622,5,7100,5
4,292489,22,67684,22
6,903233,46,84171,49
6,451036,755,555891,919
1,2097,479,423056,572
9,1016578,7,103404,14
18,920801,60,48385,66
5,628464,153,129536,155
10,923661,23,48488,29
9,760402,21,16558,34
16,547755,20,32420,24
5,330990,3292,2812931,3706
15,998796,170,240708,180
9,958879,30,193092,32
0,970388,4,16772,4
10,925987,456,440381,530
3,270880,80,229197,81
3,965381,26,29024,27
12,5223,185,139698,234
6,289841,148,589916,183
13,926601,5,6656,8
13,369027,279,336183,283
3,809040,29,99803,39
15,761248,303,710753,316
0,874884,747,863909,847
2,569878,49,109392,65
10,877615,37,287097,41
11,831080,128,1457225,98
8,864444,4,3422,4
15,999231,180,198161,213
5,626678,144,199239,155
13,515134,20,92280,20
1,298349,86,169827,94
11,707685,783,849428,1009
16,298237,1331,4353350,1443
2,861158,31,25435,44
17,937930,1720,432683,1985
6,774465,6,36473,8
0,664710,102,355418,106
5,312203,1803,8698564,2132
3,961573,31,78656,32
2,690335,5,10549,5
4,321129,8,10080,8
4,868300,22,221672,22
9,648634,51,55860,71
0,288013,16,38420,17
5,898979,5,59068,7
0,891830,17,50260,20
1,669933,599,753249,621
18,298225,332,378272,366
3,900771,106,374207,107
19,916776,263,415523,276
3,882704,143,318780,162
13,971413,88,157735,92
10,130240,44,70688,47
13,937743,84,234338,92
6,849156,861,898743,1243
8,2053,12,78030,15
4,286983,549,401014,838
6,578052,132,208474,157
10,283407,836,1603388,1265
3,649356,5,3076,7
9,968067,289,374834,312
17,281439,22,21480,24
11,541556,2810,2761889,2464
16,836693,1165,713606,2156
2,870197,22,73449,23
15,294017,167,330155,173
5,281335,42,177636,44
9,304047,17,40985,17
0,915395,41,158137,41
13,275976,351,388608,380
0,906746,53,73072,68
0,966991,1194,1035692,1307
8,464766,10,6930,15
1,281353,230,795865,245
17,327604,43164,31407767,48354
3,564479,726,2179326,753
5,936772,518,1255511,559
11,713941,749,880879,837
9,979796,45,133472,48
4,904613,30,107289,52
7,259846,537,399343,807
13,295525,99,420857,148
9,829092,263,549174,374
1,3433,530,238560,809
10,664598,147,444856,178
9,1425,56,145618,45
6,983410,38,103216,48
5,523577,418,830411,436
3,808574,31,514856,31
0,979227,17,88946,17
13,518277,736,1173813,848
5,302127,634,1953332,728
9,883280,141,128665,143
15,810366,141,87000,150
5,963478,1253,1742899,2075
1,884452,282,228278,224
16,825062,1402,2603159,1518
0,711745,30,46872,29
2,118914,569,363089,748
16,770594,33,91782,33
0,918833,10,19328,10
6,11828,2745,9752557,3342
0,903783,354,780337,399
13,978516,20,53531,20
19,468965,20,80000,20
18,3755,373,382862,382
2,758868,8,1680,13
15,967372,22,25452,27
14,963096,172,230160,274
9,961021,15,83979,17
16,1008231,9,22617,9
0,930542,2,6706,2
3,259242,4321,4140591,4102
15,966455,17,28240,19
10,275440,121,217465,122
2,746072,1167,1880686,1779
9,937194,2,15529,2
19,875334,1,840,1
9,869825,123,296329,144
10,304229,348,1954984,416
5,1333,237,213265,215
16,920457,1585,5579042,1832
11,284353,391,408081,506
4,713359,13,76362,13
2,880905,413,794260,430
11,1003866,319,621617,461
6,800795,47,160754,51
10,285803,155,615080,172
5,992475,81,102677,102
16,800774,893,2383525,1046
0,938636,86,220391,95
2,3949,930,2880115,1073
17,801538,2,1596,2
17,2923,2209,1528301,2973
3,323344,215,423006,243
13,1003901,12,125925,15
10,326108,35,61838,39
4,324008,4191,4013142,4600
2,4391,1902,1153086,2520
3,671187,671,595273,998
16,916764,777,986071,869
13,913788,54,239867,54
0,328606,2451,3232009,2625
13,450653,40,154924,44
0,951535,21,81791,23
6,933815,411,261828,413
2,882010,64,408641,69
3,898146,54,175910,70
11,355687,7721,374949383,7721
7,298979,728,234623,872
3,634249,99,373322,108
2,961007,11,18392,11
18,685754,43,40438,46
16,579707,1408,3011946,1456
16,937193,1,7555,1
0,708078,140,176602,154
11,961049,134,306971,147
4,740858,688,741235,714
10,903067,2476,3924978,3483
9,321917,14,55612,16
16,889779,179,575067,206
1,915715,12,77244,12
17,313979,430,484607,466
6,831080,75,776669,94
13,293445,304,529929,317
6,732597,99,527253,106
0,870703,6,50370,6
16,763042,532,582548,632
16,1000845,731,2052376,827
2,11673,202,373932,237
11,958521,27,22464,27
4,826436,24,194760,24
1,860126,764,534421,844
4,5273,3304,3356216,3660
17,966022,19,86515,20
5,830486,86,251886,86
5,997614,668,626917,712
5,620207,255,1286488,258
17,770210,24,36600,24
6,375929,179,336628,192
10,883488,60,177637,63
8,291805,1,1000,1
8,294741,2,3446,2
1,279067,281,232195,295
14,742381,286,333690,344
4,917548,80,137813,83
19,1039722,79,90314,89
6,920963,66,461365,70
7,1333,1220,1402599,1414
10,30145,371,215803,511
15,314603,39,146799,39
15,333213,50596,40996709,56230
6,848740,11,35123,11
11,905419,133,425551,136
18,895189,55,57518,61
2,521159,580,1126028,747
7,671167,149,381704,175
16,533815,95,158840,95
2,298279,2634,2657547,2905
16,3741,17,27728,18
2,937349,312,930823,317
13,742011,189,315434,214
6,822480,54,747953,54
0,912067,167,49532,203
5,857057,119,691352,129
2,283715,639,612639,669
5,146624,38,239001,57
7,286163,1498,1546950,1585
4,1079974,178,120282,237
18,933463,124,47084,139
9,284409,42,35940,45
8,889637,10,12190,10
2,299163,54,38476,70
15,907850,75,124016,80
2,878651,248,328458,257
3,603657,141,1064906,151
6,634830,15,62975,17
5,983494,15,30096,18
13,574600,25,15540,34
